PolicyID,UnderwrittenCoverID,PolicyStartDate,Province,VehicleType,Gender,Age,VehicleAge,CubicCapacity,PostalCode,PreviousClaims,TotalPremium,TotalClaims,LossRatio,HasClaim
100250,COMP+,2020-09-06,Free State,Bakkie,Male,36,15,2200,7423,0,8450,72,0.008520710059171597,1
100251,TPO,2020-09-07,Gauteng,Sedan,Male,61,2,1200,1797,3,17527,4136,0.2359787756033548,1
100252,COMP,2020-09-08,Free State,Bakkie,Male,19,24,2200,8379,0,13134,0,0.0,0
100253,TPFT,2020-09-09,Western Cape,Sedan,Male,27,19,2200,6173,3,6522,124,0.019012572830420117,1
100254,COMP,2020-09-10,Gauteng,SUV,Male,29,9,2000,5162,1,14667,0,0.0,0
100255,COMP,2020-09-11,Eastern Cape,Sedan,Female,63,10,1200,1543,0,4872,1097,0.22516420361247946,1
100256,COMP+,2020-09-12,Western Cape,Bakkie,Female,35,21,1200,6882,0,8927,4330,0.48504536798476533,1
100257,COMP+,2020-09-13,Gauteng,Sedan,Male,36,19,2500,1519,3,14784,9047,0.6119453463203464,1
100258,TPO,2020-09-14,Eastern Cape,Hatchback,Female,55,5,3500,3546,2,6447,0,0.0,0
100259,TPFT,2020-09-15,KZN,Hatchback,Male,54,14,1800,6041,3,9317,232,0.02490071911559515,1
100260,COMP+,2020-09-16,Western Cape,Sedan,Male,44,10,1600,2454,1,7541,0,0.0,0
100261,COMP,2020-09-17,Western Cape,Bakkie,Male,65,16,2200,7870,2,12071,0,0.0,0
100262,TPO,2020-09-18,Western Cape,Sedan,Female,31,6,3000,8213,0,6363,405,0.06364922206506365,1
100263,COMP,2020-09-19,Free State,SUV,Male,62,8,1800,8759,0,6345,211,0.03325453112687155,1
100264,COMP,2020-09-20,Gauteng,Bakkie,Female,70,2,3000,2058,0,13542,2631,0.19428444838280903,1
100265,COMP+,2020-09-21,Western Cape,Bakkie,Female,51,18,2500,3236,1,5578,5419,0.9714951595553962,1
100266,TPO,2020-09-22,Eastern Cape,Bakkie,Male,19,21,3500,2112,0,11754,580,0.04934490386251489,1
100267,TPFT,2020-09-23,Gauteng,Sedan,Female,61,21,3500,4406,0,9668,247,0.025548200248241622,1
100268,TPFT,2020-09-24,Western Cape,SUV,Female,50,21,1800,1946,2,10019,1858,0.18544764946601458,1
100269,COMP+,2020-09-25,Gauteng,Sedan,Male,36,20,2200,5030,1,9348,0,0.0,0
100270,COMP+,2020-09-26,Free State,Bakkie,Male,44,8,2000,1135,0,5084,1283,0.252360346184107,1
100271,TPO,2020-09-27,Western Cape,SUV,Female,65,5,2000,3593,2,10360,3546,0.34227799227799227,1
100272,TPFT,2020-09-28,Western Cape,Bakkie,Female,47,17,2200,1792,0,10650,0,0.0,0
100273,TPFT,2020-09-29,KZN,Sedan,Male,24,16,2500,2136,2,15594,0,0.0,0
100274,TPFT,2020-09-30,Gauteng,Sedan,Male,44,5,2500,8339,0,15905,0,0.0,0
100275,COMP,2020-10-01,Gauteng,Sedan,Male,38,17,1200,2362,1,15464,889,0.05748836006207967,1
100276,TPFT,2020-10-02,Gauteng,Sedan,Male,24,4,1600,1554,3,11700,9969,0.852051282051282,1
100277,COMP,2020-10-03,Western Cape,Sedan,Male,65,1,3000,8037,1,7431,312,0.04198627371820751,1
100278,TPO,2020-10-04,Western Cape,Hatchback,Female,42,22,2000,6041,2,8590,917,0.10675203725261932,1
100279,COMP,2020-10-05,Gauteng,Hatchback,Female,55,6,1600,3572,0,10177,161,0.015819986243490222,1
100280,TPO,2020-10-06,Western Cape,SUV,Male,35,1,1800,7317,1,9669,778,0.08046333643603268,1
100281,TPFT,2020-10-07,Western Cape,SUV,Female,50,24,3000,7780,0,13840,4997,0.36105491329479766,1
100282,TPFT,2020-10-08,KZN,Sedan,Female,50,4,3000,4403,1,6098,242,0.03968514266972778,1
100283,TPO,2020-10-09,Eastern Cape,Hatchback,Male,49,2,3000,3254,2,7887,1277,0.16191200710029163,1
100284,COMP+,2020-10-10,KZN,Sedan,Male,42,13,1800,2366,3,13940,2385,0.17109038737446197,1
100285,TPO,2020-10-11,Eastern Cape,Hatchback,Male,31,14,2200,1948,1,7444,3603,0.4840139709833423,1
100286,COMP+,2020-10-12,Western Cape,SUV,Female,55,17,3500,1103,0,9490,0,0.0,0
100287,COMP,2020-10-13,Eastern Cape,Sedan,Male,55,11,3500,8809,0,9565,87,0.00909566126502875,1
100288,COMP,2020-10-14,Western Cape,Hatchback,Female,21,3,2200,8207,0,10498,52,0.004953324442751,1
100289,COMP,2020-10-15,Eastern Cape,Sedan,Male,61,7,2200,2046,2,10512,2512,0.2389649923896499,1
100290,TPFT,2020-10-16,Eastern Cape,SUV,Male,35,10,3000,8419,2,14223,2333,0.16403009210433805,1
100291,COMP,2020-10-17,KZN,SUV,Male,27,11,2500,5026,3,9693,5,0.0005158361704322707,1
100292,COMP+,2020-10-18,Eastern Cape,Sedan,Male,52,10,2000,6956,0,6656,11,0.0016526442307692308,1
100293,COMP,2020-10-19,Free State,SUV,Female,52,8,1600,7433,3,12028,27,0.002244762221483206,1
100294,TPO,2020-10-20,Western Cape,Bakkie,Female,57,5,3500,8369,0,4170,0,0.0,0
100295,TPO,2020-10-21,Gauteng,Bakkie,Male,71,23,1800,8322,1,20448,4362,0.21332159624413147,1
100296,TPFT,2020-10-22,Free State,Sedan,Female,40,2,1600,3614,1,7644,0,0.0,0
100297,TPO,2020-10-23,Western Cape,Hatchback,Female,42,15,3500,8273,1,8223,0,0.0,0
100298,COMP+,2020-10-24,Free State,Sedan,Male,18,16,2000,4331,0,4974,559,0.11238439887414556,1
100299,COMP,2020-10-25,Eastern Cape,Sedan,Female,35,4,3000,1963,1,5670,627,0.11058201058201059,1
100300,TPFT,2020-10-26,Western Cape,Sedan,Male,32,22,1600,4271,0,6158,741,0.12033127638843781,1
100301,COMP,2020-10-27,KZN,Sedan,Female,42,16,3000,1837,3,11874,3120,0.2627589691763517,1
100302,COMP,2020-10-28,Eastern Cape,Sedan,Male,49,12,1600,8384,2,4385,9983,2.276624857468643,1
100303,COMP+,2020-10-29,Eastern Cape,Coupe,Female,70,14,2500,3458,1,11587,927,0.08000345214464485,1
100304,TPO,2020-10-30,Eastern Cape,Sedan,Male,37,12,3500,6678,0,6915,0,0.0,0
100305,TPO,2020-10-31,Gauteng,Sedan,Female,34,21,2200,1881,0,9328,3778,0.4050171526586621,1
100306,COMP,2020-11-01,Eastern Cape,Sedan,Female,74,16,2500,4188,3,11557,2840,0.24573851345504888,1
100307,TPFT,2020-11-02,KZN,Bakkie,Male,28,16,2500,8029,3,13320,0,0.0,0
100308,TPO,2020-11-03,Western Cape,Hatchback,Male,30,22,3000,5519,2,7101,1361,0.19166314603576962,1
100309,TPFT,2020-11-04,Gauteng,Sedan,Male,42,12,1600,8379,3,14850,4837,0.32572390572390575,1
100310,TPO,2020-11-05,KZN,Sedan,Female,37,2,1600,3202,2,3831,0,0.0,0
100311,TPFT,2020-11-06,Western Cape,Sedan,Male,42,23,2500,4334,2,7283,878,0.12055471646299602,1
100312,COMP+,2020-11-07,Free State,Sedan,Female,59,24,1600,8674,3,8720,319,0.03658256880733945,1
100313,TPFT,2020-11-08,Free State,Sedan,Male,62,14,2500,3198,2,7791,0,0.0,0
100314,COMP+,2020-11-09,Western Cape,SUV,Male,66,11,1200,1211,1,5679,1485,0.26148969889064977,1
100315,COMP+,2020-11-10,Free State,Sedan,Male,48,9,3500,2215,2,9221,1032,0.11191844702309944,1
100316,TPFT,2020-11-11,KZN,SUV,Male,70,22,2500,1880,0,7264,0,0.0,0
100317,COMP+,2020-11-12,Gauteng,Sedan,Female,18,7,1800,1754,0,12627,254,0.020115625247485548,1
100318,COMP,2020-11-13,Western Cape,Hatchback,Female,69,12,1800,6217,0,8223,927,0.11273257935060196,1
100319,COMP+,2020-11-14,Western Cape,Hatchback,Male,33,17,1600,7684,3,9406,3704,0.3937911971082288,1
100320,TPO,2020-11-15,Gauteng,SUV,Male,65,9,2500,1700,0,17740,0,0.0,0
100321,TPFT,2020-11-16,Eastern Cape,SUV,Male,45,6,2500,3219,3,12313,947,0.07691058231137822,1
100322,COMP,2020-11-17,Western Cape,SUV,Female,38,12,2200,1370,0,9563,1405,0.14692042246157064,1
100323,TPFT,2020-11-18,Free State,SUV,Male,47,20,3500,2732,2,9655,0,0.0,0
100324,TPO,2020-11-19,Western Cape,Bakkie,Female,20,10,3000,8322,3,16839,0,0.0,0
100325,TPO,2020-11-20,Gauteng,SUV,Female,51,9,2200,6259,0,16827,4670,0.27753015986212637,1
100326,TPO,2020-11-21,KZN,Hatchback,Male,23,12,2200,6008,2,12909,0,0.0,0
100327,COMP+,2020-11-22,KZN,Hatchback,Female,60,1,2500,6924,3,12432,5410,0.43516731016731014,1
100328,COMP+,2020-11-23,Western Cape,Sedan,Male,46,2,3500,1801,2,11194,0,0.0,0
100329,TPFT,2020-11-24,Gauteng,SUV,Male,20,19,2500,7399,2,25000,8310,0.3324,1
100330,TPFT,2020-11-25,Western Cape,Sedan,Male,50,1,1800,1989,2,7417,718,0.09680463799379803,1
100331,COMP,2020-11-26,Gauteng,Sedan,Male,28,16,2000,5771,3,16171,5322,0.32910766186383034,1
100332,COMP,2020-11-27,Free State,SUV,Male,62,16,1600,8813,3,12394,1099,0.08867193803453284,1
100333,TPFT,2020-11-28,Western Cape,Sedan,Male,22,18,1800,8007,1,12513,558,0.04459362263246224,1
100334,COMP+,2020-11-29,Western Cape,Hatchback,Male,67,18,2200,1415,1,9950,142,0.014271356783919598,1
100335,TPO,2020-11-30,Gauteng,Sedan,Male,49,23,1800,7472,1,11616,0,0.0,0
100336,TPFT,2020-12-01,Eastern Cape,SUV,Female,64,13,1800,8545,1,12876,3236,0.25132028580304444,1
100337,COMP,2020-12-02,Eastern Cape,Bakkie,Female,35,22,1800,3965,3,13276,5968,0.4495329918650196,1
100338,COMP+,2020-12-03,Western Cape,Bakkie,Male,64,12,3500,4337,1,11223,5766,0.5137663726276397,1
100339,TPFT,2020-12-04,KZN,SUV,Male,37,9,2200,4612,0,9218,4462,0.48405293990019527,1
100340,TPFT,2020-12-05,Gauteng,Hatchback,Male,69,5,2000,6258,1,11792,0,0.0,0
100341,COMP+,2020-12-06,Gauteng,SUV,Female,69,9,1200,6057,0,19779,936,0.04732291824662521,1
100342,TPFT,2020-12-07,KZN,SUV,Female,56,13,1600,7967,0,10746,3975,0.36990508096035735,1
100343,COMP+,2020-12-08,Eastern Cape,Sedan,Male,66,16,1600,2620,2,8594,4207,0.48952757737956715,1
100344,TPO,2020-12-09,Eastern Cape,SUV,Male,57,10,3000,2535,2,10721,7723,0.7203619065385691,1
100345,COMP+,2020-12-10,Free State,Hatchback,Male,45,16,1800,5344,2,10314,3611,0.3501066511537716,1
100346,COMP+,2020-12-11,Gauteng,Bakkie,Male,30,14,2000,6982,1,11201,428,0.038210874029104544,1
100347,COMP+,2020-12-12,KZN,Hatchback,Female,43,2,2200,8993,3,6546,1761,0.269019248395967,1
100348,TPFT,2020-12-13,Western Cape,SUV,Female,33,19,1200,3792,0,5597,351,0.06271216723244595,1
100349,TPFT,2020-12-14,Free State,Sedan,Male,42,11,1200,7451,3,4768,0,0.0,0
100350,COMP+,2020-12-15,Gauteng,Sedan,Male,27,19,1800,1572,3,8673,6050,0.6975671624582036,1
100351,TPFT,2020-12-16,Free State,Sedan,Male,46,11,1800,6904,1,5008,763,0.15235623003194887,1
100352,COMP,2020-12-17,Western Cape,Bakkie,Male,63,14,2200,8386,3,16633,3699,0.22238922623699875,1
100353,COMP,2020-12-18,Western Cape,Bakkie,Female,55,15,3000,5893,3,11102,0,0.0,0
100354,TPFT,2020-12-19,Eastern Cape,Sedan,Male,37,7,2200,6096,2,8291,336,0.04052587142684839,1
100355,TPFT,2020-12-20,Western Cape,SUV,Male,71,15,3500,5856,2,7289,2391,0.32802853615036354,1
100356,COMP+,2020-12-21,Gauteng,SUV,Male,43,24,2500,4655,0,12033,3929,0.32651874013130555,1
100357,TPO,2020-12-22,Western Cape,SUV,Female,49,23,2200,1292,0,4887,1129,0.23102107632494373,1
100358,TPFT,2020-12-23,Western Cape,Sedan,Female,56,8,1800,7553,2,7449,273,0.03664921465968586,1
100359,COMP,2020-12-24,Western Cape,Sedan,Male,55,4,2000,5293,1,11407,194,0.017007100902954327,1
100360,COMP+,2020-12-25,Western Cape,Sedan,Male,66,18,1800,1079,1,9649,0,0.0,0
100361,TPFT,2020-12-26,Eastern Cape,Sedan,Male,70,14,3000,6504,0,7921,0,0.0,0
100362,COMP,2020-12-27,Western Cape,Sedan,Female,41,21,1800,5232,2,9640,1676,0.17385892116182572,1
100363,COMP,2020-12-28,Eastern Cape,Sedan,Male,48,18,1200,5308,1,7269,4513,0.620855688540377,1
100364,TPO,2020-12-29,Free State,Bakkie,Male,57,4,3500,2862,3,8484,2719,0.32048561999057046,1
100365,COMP+,2020-12-30,Gauteng,Sedan,Male,29,2,2200,1618,0,14089,899,0.06380864504223153,1
100366,COMP+,2020-12-31,Free State,Coupe,Female,74,21,1600,1959,0,5343,58,0.010855324723937862,1
100367,TPO,2021-01-01,Gauteng,Sedan,Male,53,6,2200,4278,3,11706,7967,0.6805911498376901,1
100368,TPO,2021-01-02,KZN,Sedan,Male,27,11,2500,4735,3,10635,251,0.023601316408086506,1
100369,COMP+,2021-01-03,Western Cape,SUV,Female,23,1,2000,8300,0,8603,1357,0.15773567360223179,1
100370,COMP+,2021-01-04,Gauteng,Sedan,Female,24,15,2000,3213,3,19413,0,0.0,0
100371,TPFT,2021-01-05,Eastern Cape,Hatchback,Female,70,12,2200,4574,1,8938,0,0.0,0
100372,TPFT,2021-01-06,Eastern Cape,Sedan,Female,48,24,2200,4996,0,8861,0,0.0,0
100373,TPO,2021-01-07,Eastern Cape,Hatchback,Male,44,18,1800,3477,1,10089,0,0.0,0
100374,TPFT,2021-01-08,Gauteng,Hatchback,Male,25,5,1600,4251,0,9768,364,0.03726453726453727,1
100375,COMP,2021-01-09,KZN,SUV,Female,20,11,3000,3168,1,19598,2518,0.12848249821410349,1
100376,TPFT,2021-01-10,Gauteng,SUV,Male,57,24,1800,4245,2,12484,1122,0.08987504005126562,1
100377,TPFT,2021-01-11,Gauteng,Bakkie,Female,64,21,3500,3378,1,20193,8727,0.43217946813252117,1
100378,COMP,2021-01-12,Western Cape,SUV,Female,38,19,1200,8235,3,14531,5961,0.4102264124974193,1
100379,TPO,2021-01-13,Free State,Bakkie,Male,18,22,3500,2722,2,18365,1425,0.07759324802613668,1
100380,COMP,2021-01-14,Western Cape,Sedan,Male,62,1,1200,2161,0,7851,0,0.0,0
100381,TPFT,2021-01-15,Gauteng,Sedan,Female,71,17,3500,2889,1,9597,2062,0.21485881004480567,1
100382,TPO,2021-01-16,Eastern Cape,SUV,Female,67,8,2000,3040,0,16042,0,0.0,0
100383,TPFT,2021-01-17,Western Cape,SUV,Female,32,23,2000,4971,2,9500,4757,0.5007368421052631,1
100384,COMP,2021-01-18,Western Cape,Hatchback,Male,24,16,1600,8475,3,9693,0,0.0,0
100385,COMP,2021-01-19,Western Cape,Sedan,Male,32,11,2000,4401,3,8470,2158,0.25478158205430934,1
100386,TPFT,2021-01-20,Eastern Cape,Hatchback,Male,42,19,2500,4309,3,7847,4664,0.5943672741174971,1
100387,COMP+,2021-01-21,Gauteng,Sedan,Male,20,24,3500,6649,0,14533,0,0.0,0
100388,COMP+,2021-01-22,Gauteng,SUV,Male,47,11,1200,2099,3,13767,223,0.01619815500835331,1
100389,COMP,2021-01-23,KZN,Sedan,Female,31,15,1600,5018,3,9169,11285,1.2307776202421201,1
100390,COMP,2021-01-24,KZN,SUV,Female,69,8,1200,8318,0,13114,1420,0.1082812261705048,1
100391,COMP+,2021-01-25,Gauteng,Sedan,Female,21,14,2200,7763,0,14846,0,0.0,0
100392,COMP+,2021-01-26,Free State,SUV,Male,53,1,2200,2688,2,9830,527,0.05361139369277721,1
100393,TPFT,2021-01-27,KZN,Hatchback,Male,20,10,1600,8483,3,14097,6046,0.4288855784918777,1
100394,TPFT,2021-01-28,Free State,SUV,Female,22,7,1800,5132,2,12768,3534,0.2767857142857143,1
100395,COMP+,2021-01-29,Western Cape,SUV,Male,42,18,2500,8107,1,8479,2485,0.293077013798797,1
100396,TPFT,2021-01-30,Eastern Cape,Hatchback,Male,48,12,3000,1844,1,8794,4407,0.5011371389583807,1
100397,TPFT,2021-01-31,Gauteng,Bakkie,Male,28,2,2500,6777,1,15412,3369,0.21859589929924733,1
100398,TPO,2021-02-01,Western Cape,SUV,Female,25,18,3500,8293,1,9204,7271,0.7899826162538027,1
100399,TPFT,2021-02-02,Gauteng,Sedan,Female,43,21,3000,7940,0,10916,0,0.0,0
100400,COMP,2021-02-03,Western Cape,Hatchback,Male,19,7,2000,2643,2,8882,0,0.0,0
100401,TPFT,2021-02-04,Western Cape,SUV,Female,45,20,3000,3333,2,8802,1844,0.2094978413996819,1
100402,TPFT,2021-02-05,KZN,Sedan,Male,65,12,1600,2263,0,6825,2027,0.296996336996337,1
100403,COMP+,2021-02-06,Western Cape,Sedan,Male,74,20,2500,3934,1,7107,0,0.0,0
100404,COMP,2021-02-07,Gauteng,Hatchback,Female,27,14,3000,4685,2,16496,8340,0.5055771096023278,1
100405,TPFT,2021-02-08,Gauteng,Sedan,Female,67,10,2000,7363,3,16692,3194,0.19134914929307453,1
100406,TPFT,2021-02-09,Western Cape,Coupe,Female,56,9,1200,7139,0,5261,661,0.12564151302033835,1
100407,TPO,2021-02-10,Eastern Cape,Sedan,Female,54,23,3000,8174,0,8431,1052,0.12477760645237813,1
100408,TPFT,2021-02-11,Western Cape,Bakkie,Female,56,15,1800,1215,3,10135,1942,0.19161322150962012,1
100409,TPFT,2021-02-12,Gauteng,SUV,Female,38,20,2000,5776,1,11386,16338,1.4349200772878974,1
100410,TPO,2021-02-13,Gauteng,SUV,Female,45,24,2200,4657,1,8628,15448,1.79044969865554,1
100411,COMP+,2021-02-14,Western Cape,Hatchback,Female,55,10,3000,3340,2,10739,1009,0.093956606760406,1
100412,TPFT,2021-02-15,Western Cape,SUV,Female,73,19,2200,8706,3,8142,0,0.0,0
100413,TPO,2021-02-16,KZN,SUV,Female,50,19,1200,6908,2,11370,0,0.0,0
100414,COMP,2021-02-17,Eastern Cape,Sedan,Male,28,12,1600,2507,1,6382,4175,0.6541836414916954,1
100415,COMP+,2021-02-18,Western Cape,Sedan,Female,62,23,2000,3090,2,10780,0,0.0,0
100416,COMP,2021-02-19,Free State,Sedan,Male,61,12,3000,4378,3,8465,168,0.019846426461901948,1
100417,COMP,2021-02-20,KZN,Bakkie,Male,18,9,3000,2116,3,15678,10524,0.6712590891695369,1
100418,TPO,2021-02-21,KZN,Sedan,Female,70,20,1200,8750,3,10594,0,0.0,0
100419,TPFT,2021-02-22,Gauteng,Sedan,Male,64,4,3000,6388,1,12859,0,0.0,0
100420,TPO,2021-02-23,Gauteng,SUV,Male,50,1,2200,6740,0,12520,810,0.06469648562300319,1
100421,TPO,2021-02-24,Gauteng,Bakkie,Female,20,16,3000,3740,0,16048,8517,0.5307203389830508,1
100422,TPO,2021-02-25,KZN,Bakkie,Male,43,1,3500,6334,0,8355,0,0.0,0
100423,TPO,2021-02-26,KZN,Sedan,Male,32,13,3000,6054,2,5529,1176,0.21269669017905588,1
100424,COMP+,2021-02-27,Western Cape,Sedan,Female,58,3,2200,3161,3,6405,0,0.0,0
100425,TPFT,2021-02-28,Gauteng,Hatchback,Male,31,12,2200,4256,1,13494,1569,0.11627389951089373,1
100426,COMP,2021-03-01,Eastern Cape,Sedan,Male,40,23,1800,3968,0,7018,680,0.09689370190937589,1
100427,COMP,2021-03-02,KZN,Hatchback,Male,71,9,1800,2148,0,7339,2466,0.33601308080119907,1
100428,TPFT,2021-03-03,Eastern Cape,Hatchback,Male,73,4,2200,4176,2,6848,3778,0.5516939252336449,1
100429,COMP,2021-03-04,KZN,Bakkie,Female,25,2,2500,7380,2,6567,12630,1.9232526267702148,1
100430,TPFT,2021-03-05,Gauteng,Sedan,Female,71,22,1600,7796,0,8957,5906,0.6593725577760411,1
100431,COMP,2021-03-06,Free State,Hatchback,Male,53,22,1800,6924,3,10802,903,0.08359563043880763,1
100432,TPO,2021-03-07,Free State,Bakkie,Female,37,9,2000,5253,3,9130,1336,0.14633077765607885,1
100433,COMP,2021-03-08,Western Cape,SUV,Male,69,20,1800,8641,2,12546,3326,0.26510441575003985,1
100434,TPFT,2021-03-09,Gauteng,Sedan,Male,23,24,2000,6003,2,13089,0,0.0,0
100435,TPFT,2021-03-10,KZN,Sedan,Female,50,13,1800,6624,3,11458,0,0.0,0
100436,TPFT,2021-03-11,Western Cape,Sedan,Female,45,14,2200,8104,2,7486,731,0.0976489446967673,1
100437,TPFT,2021-03-12,KZN,SUV,Female,67,3,3000,4345,2,8769,4081,0.4653894400729844,1
100438,TPFT,2021-03-13,Free State,SUV,Male,55,18,2000,4961,3,9894,2759,0.27885587224580555,1
100439,COMP+,2021-03-14,Eastern Cape,SUV,Male,47,9,3500,7996,3,18202,1855,0.10191187781562466,1
100440,COMP+,2021-03-15,Western Cape,SUV,Male,63,15,3000,2140,1,15132,0,0.0,0
100441,COMP,2021-03-16,Western Cape,SUV,Male,60,22,3000,3933,2,11629,1930,0.16596439934646143,1
100442,TPFT,2021-03-17,Free State,Bakkie,Female,34,24,1600,8741,2,9456,2840,0.3003384094754653,1
100443,COMP,2021-03-18,Western Cape,Hatchback,Male,26,10,1800,6655,1,8521,718,0.08426241051519774,1
100444,TPFT,2021-03-19,KZN,Sedan,Female,45,17,1800,3107,2,9842,409,0.04155659418817313,1
100445,TPFT,2021-03-20,KZN,SUV,Male,71,13,2200,3448,2,12545,5137,0.40948585093662815,1
100446,COMP+,2021-03-21,Western Cape,Sedan,Male,24,1,2000,6993,0,9872,0,0.0,0
100447,COMP+,2021-03-22,Gauteng,Bakkie,Male,63,11,2500,1827,0,14442,5729,0.3966902091123113,1
100448,TPO,2021-03-23,Gauteng,Bakkie,Male,45,5,2200,6896,0,11494,96,0.008352183748042457,1
100449,COMP+,2021-03-24,Gauteng,Hatchback,Female,34,9,3000,2203,1,8021,242,0.03017080164568009,1
100450,TPO,2021-03-25,Eastern Cape,Sedan,Male,57,7,2000,4303,2,8071,0,0.0,0
100451,TPO,2021-03-26,KZN,Coupe,Male,65,7,1800,7619,1,11614,0,0.0,0
100452,TPO,2021-03-27,Free State,Sedan,Female,61,2,1800,7798,1,7755,1179,0.15203094777562862,1
100453,TPO,2021-03-28,KZN,Bakkie,Female,61,19,1800,1844,2,13623,8244,0.6051530499889892,1
100454,TPO,2021-03-29,Gauteng,Sedan,Male,22,20,1800,3971,3,15515,697,0.04492426683854334,1
100455,COMP,2021-03-30,Eastern Cape,Hatchback,Male,22,18,3500,2268,3,9938,476,0.04789696115918696,1
100456,COMP+,2021-03-31,Free State,SUV,Female,31,10,1200,8760,2,9207,3929,0.4267405235147171,1
100457,TPO,2021-04-01,KZN,Bakkie,Female,23,5,1800,5733,3,12076,0,0.0,0
100458,TPFT,2021-04-02,Eastern Cape,Hatchback,Female,24,16,1800,5744,0,7575,3802,0.501914191419142,1
100459,COMP+,2021-04-03,Western Cape,Sedan,Male,72,23,2500,8735,2,11750,750,0.06382978723404255,1
100460,COMP+,2021-04-04,KZN,Sedan,Female,70,5,2500,7356,1,8230,274,0.03329283110571082,1
100461,TPO,2021-04-05,Western Cape,Hatchback,Male,34,15,2000,2629,0,5865,97,0.016538789428815006,1
100462,COMP,2021-04-06,Gauteng,Sedan,Male,26,22,3000,4530,1,15263,2332,0.15278778745987026,1
100463,TPO,2021-04-07,Gauteng,Sedan,Female,48,16,1800,6085,3,15460,5467,0.3536222509702458,1
100464,COMP,2021-04-08,Eastern Cape,SUV,Male,39,4,1800,1803,2,10450,4387,0.4198086124401914,1
100465,TPFT,2021-04-09,Eastern Cape,SUV,Male,62,14,3500,1127,0,11688,643,0.05501368925393566,1
100466,COMP+,2021-04-10,KZN,Sedan,Male,26,24,2000,1951,2,8582,0,0.0,0
100467,TPFT,2021-04-11,KZN,Sedan,Male,33,17,3000,3264,0,6283,11,0.001750756008276301,1
100468,COMP,2021-04-12,Free State,Sedan,Female,53,17,1800,7854,0,7226,318,0.04400774979241628,1
100469,COMP,2021-04-13,Eastern Cape,SUV,Female,51,21,3500,1019,0,8821,1366,0.15485772588141933,1
100470,TPFT,2021-04-14,Gauteng,Hatchback,Male,62,16,1800,4638,2,13987,0,0.0,0
100471,COMP,2021-04-15,Gauteng,Coupe,Male,30,9,2200,2781,0,13055,1859,0.14239754883186517,1
100472,TPFT,2021-04-16,Western Cape,Bakkie,Female,36,2,1200,4834,0,10608,0,0.0,0
100473,COMP+,2021-04-17,KZN,Sedan,Female,29,11,2000,4131,2,7865,0,0.0,0
100474,TPFT,2021-04-18,KZN,Hatchback,Male,53,15,2200,5770,1,9869,4168,0.4223325564900193,1
100475,COMP+,2021-04-19,Gauteng,SUV,Female,27,3,2500,7857,3,11649,0,0.0,0
100476,TPFT,2021-04-20,Western Cape,Sedan,Female,33,24,3000,5834,2,9132,0,0.0,0
100477,COMP,2021-04-21,KZN,Hatchback,Male,45,16,1600,8296,2,9956,5971,0.5997388509441542,1
100478,TPFT,2021-04-22,Western Cape,Bakkie,Male,73,21,1600,1556,0,10404,1378,0.1324490580545944,1
100479,COMP,2021-04-23,KZN,Bakkie,Male,36,19,2500,3244,2,10663,0,0.0,0
100480,TPFT,2021-04-24,Eastern Cape,Bakkie,Female,57,22,1200,3983,2,17522,780,0.044515466270973636,1
100481,TPFT,2021-04-25,Gauteng,Sedan,Male,23,6,3000,4563,3,12934,1429,0.11048399567032627,1
100482,TPO,2021-04-26,Western Cape,Sedan,Male,21,14,3000,3725,2,13262,2606,0.19650128185793997,1
100483,COMP,2021-04-27,KZN,Bakkie,Male,47,5,3500,5599,0,7123,922,0.1294398427628808,1
100484,TPO,2021-04-28,KZN,Sedan,Female,56,5,1600,6366,3,11125,6968,0.6263370786516854,1
100485,COMP,2021-04-29,Gauteng,SUV,Male,48,6,1200,5833,2,17131,47,0.0027435642986398927,1
100486,TPO,2021-04-30,Eastern Cape,Bakkie,Female,63,18,1600,5887,0,10705,0,0.0,0
100487,COMP+,2021-05-01,Western Cape,Bakkie,Female,44,22,1600,4331,3,9841,4304,0.43735392744639773,1
100488,TPFT,2021-05-02,Gauteng,SUV,Male,62,18,3000,6466,2,17054,0,0.0,0
100489,COMP,2021-05-03,KZN,Bakkie,Male,38,19,3500,1196,0,10240,3407,0.33271484375,1
100490,COMP,2021-05-04,Eastern Cape,Hatchback,Male,54,2,2200,6226,3,15053,0,0.0,0
100491,TPFT,2021-05-05,Western Cape,Bakkie,Female,26,17,3000,3828,0,6755,0,0.0,0
100492,COMP,2021-05-06,KZN,Sedan,Male,52,1,1600,5839,3,8506,0,0.0,0
100493,COMP,2021-05-07,Free State,Sedan,Male,59,9,3000,4988,2,8303,0,0.0,0
100494,TPO,2021-05-08,Gauteng,Sedan,Male,64,13,2500,6732,1,11189,0,0.0,0
100495,COMP,2021-05-09,Western Cape,Sedan,Male,69,4,1200,6279,3,9536,570,0.059773489932885907,1
100496,COMP+,2021-05-10,Eastern Cape,Sedan,Female,38,5,1800,3469,2,11560,273,0.023615916955017302,1
100497,COMP+,2021-05-11,Western Cape,Sedan,Female,34,23,3000,2630,3,3000,6,0.002,1
100498,TPFT,2021-05-12,Gauteng,SUV,Female,72,18,3000,7047,1,12843,16315,1.270341820446936,1
100499,COMP,2021-05-13,Western Cape,Hatchback,Male,41,10,1800,4278,0,4063,409,0.10066453359586512,1
100500,TPFT,2021-05-14,Eastern Cape,Sedan,Male,48,4,1800,3038,1,5860,418,0.07133105802047782,1
